Season,Col1,Col2,Col3,Col4,Col5
2023-24,18.00,AS Roma,3-1 (1-0),Udinese Calcio,
2023-24,20.45,Juventus FC,1-1 (1-1),FC Internazionale Milano,
2023-24,[Mon Nov/27],,,,
2023-24,18.30,Hellas Verona FC,2-2 (1-1),US Lecce,
2023-24,20.45,Bologna FC 1909,2-0 (0-0),Torino FC,
2023-24,Matchday 14,,,,
2023-24,[Fri Dec/1],,,,
2023-24,20.45,AC Monza,1-2 (0-1),Juventus FC,
2023-24,[Sat Dec/2],,,,
2023-24,15.00,Genoa CFC,1-1 (1-0),Empoli FC,
2023-24,18.00,SS Lazio,1-0 (1-0),Cagliari Calcio,
2023-24,20.45,AC Milan,3-1 (1-0),Frosinone Calcio,
2023-24,[Sun Dec/3],,,,
2023-24,12.30,US Lecce,1-1 (0-0),Bologna FC 1909,
2023-24,15.00,ACF Fiorentina,3-0 (2-0),US Salernitana 1919,
2023-24,Udinese Calcio,3-3 (2-1),Hellas Verona FC,,
2023-24,18.00,US Sassuolo Calcio,1-2 (1-0),AS Roma,
2023-24,20.45,SSC Napoli,0-3 (0-1),FC Internazionale Milano,
2023-24,[Mon Dec/4],,,,
2023-24,20.45,Torino FC,3-0 (1-0),Atalanta BC,
2023-24,Matchday 15,,,,
2023-24,[Fri Dec/8],,,,
2023-24,20.45,Juventus FC,1-0 (0-0),SSC Napoli,
2023-24,[Sat Dec/9],,,,
2023-24,15.00,Hellas Verona FC,1-1 (0-1),SS Lazio,
2023-24,18.00,Atalanta BC,3-2 (1-1),AC Milan,
2023-24,20.45,FC Internazionale Milano,4-0 (3-0),Udinese Calcio,
2023-24,[Sun Dec/10],,,,
2023-24,12.30,Frosinone Calcio,0-0,Torino FC,
2023-24,15.00,AC Monza,1-0 (0-0),Genoa CFC,
2023-24,18.00,US Salernitana 1919,1-2 (0-2),Bologna FC 1909,
2023-24,20.45,AS Roma,1-1 (1-0),ACF Fiorentina,
2023-24,[Mon Dec/11],,,,
2023-24,18.30,Empoli FC,1-1 (0-0),US Lecce,
2023-24,20.45,Cagliari Calcio,2-1 (0-1),US Sassuolo Calcio,
2023-24,Matchday 16,,,,
2023-24,[Fri Dec/15],,,,
2023-24,20.45,Genoa CFC,1-1 (0-1),Juventus FC,
2023-24,[Sat Dec/16],,,,
2023-24,15.00,US Lecce,2-1 (1-1),Frosinone Calcio,
2023-24,18.30,SSC Napoli,2-1 (0-0),Cagliari Calcio,
2023-24,20.45,Torino FC,1-0 (1-0),Empoli FC,
2023-24,[Sun Dec/17],,,,
2023-24,12.30,AC Milan,3-0 (2-0),AC Monza,
2023-24,15.00,ACF Fiorentina,1-0 (0-0),Hellas Verona FC,
2023-24,Udinese Calcio,2-2 (1-0),US Sassuolo Calcio,,
2023-24,18.00,Bologna FC 1909,2-0 (1-0),AS Roma,
2023-24,20.45,SS Lazio,0-2 (0-1),FC Internazionale Milano,
2023-24,[Mon Dec/18],,,,
2023-24,20.45,Atalanta BC,4-1 (0-1),US Salernitana 1919,
2023-24,Matchday 17,,,,
2023-24,[Fri Dec/22],,,,
2023-24,18.30,US Sassuolo Calcio,1-2 (1-0),Genoa CFC,
2023-24,Empoli FC,0-2 (0-1),SS Lazio,,
2023-24,20.45,AC Monza,0-1 (0-1),ACF Fiorentina,
2023-24,US Salernitana 1919,2-2 (1-1),AC Milan,,
2023-24,[Sat Dec/23],,,,
2023-24,12.30,Frosinone Calcio,1-2 (0-1),Juventus FC,
2023-24,15.00,Torino FC,1-1 (0-0),Udinese Calcio,
2023-24,Bologna FC 1909,1-0 (0-0),Atalanta BC,,
2023-24,18.00,Hellas Verona FC,2-0 (0-0),Cagliari Calcio,
2023-24,FC Internazionale Milano,2-0 (1-0),US Lecce,,
2023-24,20.45,AS Roma,2-0 (0-0),SSC Napoli,
2023-24,Matchday 18,,,,
2023-24,[Fri Dec/29],,,,
2023-24,18.30,ACF Fiorentina,1-0 (0-0),Torino FC,
2023-24,SSC Napoli,0-0,AC Monza,,
2023-24,20.45,Genoa CFC,1-1 (1-1),FC Internazionale Milano,
2023-24,SS Lazio,3-1 (0-0),Frosinone Calcio,,
2023-24,[Sat Dec/30],,,,
2023-24,12.30,Atalanta BC,1-0 (0-0),US Lecce,
2023-24,15.00,Cagliari Calcio,0-0,Empoli FC,
2023-24,Udinese Calcio,3-0 (1-0),Bologna FC 1909,,
2023-24,18.00,Hellas Verona FC,0-1 (0-0),US Salernitana 1919,
2023-24,AC Milan,1-0 (0-0),US Sassuolo Calcio,,
2023-24,20.45,Juventus FC,1-0 (0-0),AS Roma,
2023-24,Matchday 19,,,,
2023-24,[Fri Jan/5],,,,
2023-24,20.45,Bologna FC 1909,1-1 (0-1),Genoa CFC,
2023-24,[Sat Jan/6],,,,
2023-24,12.30,FC Internazionale Milano,2-1 (1-0),Hellas Verona FC,
2023-24,15.00,Frosinone Calcio,2-3 (0-2),AC Monza,
2023-24,18.00,US Lecce,1-1 (1-0),Cagliari Calcio,
2023-24,20.45,US Sassuolo Calcio,1-0 (1-0),ACF Fiorentina,
2023-24,[Sun Jan/7],,,,
2023-24,12.30,Empoli FC,0-3 (0-2),AC Milan,
2023-24,15.00,Torino FC,3-0 (1-0),SSC Napoli,
2023-24,Udinese Calcio,1-2 (0-1),SS Lazio,,
2023-24,18.00,US Salernitana 1919,1-2 (1-0),Juventus FC,
2023-24,20.45,AS Roma,1-1 (1-1),Atalanta BC,
2023-24,Matchday 20,,,,
2023-24,[Sat Jan/13],,,,
2023-24,15.00,Genoa CFC,0-0,Torino FC,
2023-24,SSC Napoli,2-1 (1-1),US Salernitana 1919,,
2023-24,18.00,Hellas Verona FC,2-1 (1-0),Empoli FC,
2023-24,20.45,AC Monza,1-5 (0-2),FC Internazionale Milano,
2023-24,[Sun Jan/14],,,,
2023-24,12.30,SS Lazio,1-0 (0-0),US Lecce,
2023-24,15.00,Cagliari Calcio,2-1 (1-1),Bologna FC 1909,
2023-24,18.00,ACF Fiorentina,2-2 (0-1),Udinese Calcio,
2023-24,20.45,AC Milan,3-1 (1-0),AS Roma,
2023-24,[Mon Jan/15],,,,
2023-24,20.45,Atalanta BC,5-0 (3-0),Frosinone Calcio,
2023-24,[Tue Jan/16],,,,
2023-24,20.45,Juventus FC,3-0 (2-0),US Sassuolo Calcio,
2023-24,Matchday 21,,,,
2023-24,[Sat Jan/20],,,,
2023-24,18.00,AS Roma,2-1 (2-0),Hellas Verona FC,
2023-24,20.45,Udinese Calcio,2-3 (1-1),AC Milan,
2023-24,[Sun Jan/21],,,,
2023-24,12.30,Frosinone Calcio,3-1 (0-1),Cagliari Calcio,
2023-24,15.00,Empoli FC,3-0 (2-0),AC Monza,
2023-24,18.00,US Salernitana 1919,1-2 (1-1),Genoa CFC,
2023-24,20.45,US Lecce,0-3 (0-0),Juventus FC,
2023-24,Matchday 22,,,,
2023-24,[Fri Jan/26],,,,
2023-24,20.45,Cagliari Calcio,1-2 (0-2),Torino FC,
2023-24,[Sat Jan/27],,,,
2023-24,15.00,Atalanta BC,2-0 (2-0),Udinese Calcio,
2023-24,18.00,Juventus FC,1-1 (0-0),Empoli FC,
2023-24,20.45,AC Milan,2-2 (1-1),Bologna FC 1909,
2023-24,[Sun Jan/28],,,,
2023-24,12.30,Genoa CFC,2-1 (0-1),US Lecce,
2023-24,15.00,Hellas Verona FC,1-1 (1-0),Frosinone Calcio,
2023-24,AC Monza,1-0 (1-0),US Sassuolo Calcio,,
2023-24,18.00,SS Lazio,0-0,SSC Napoli,
2023-24,20.45,ACF Fiorentina,0-1 (0-1),FC Internazionale Milano,
2023-24,[Mon Jan/29],,,,
2023-24,20.45,US Salernitana 1919,1-2 (0-0),AS Roma,
2023-24,Matchday 23,,,,
2023-24,[Fri Feb/2],,,,
2023-24,20.45,US Lecce,3-2 (1-0),ACF Fiorentina,
2023-24,[Sat Feb/3],,,,
2023-24,15.00,Empoli FC,0-0,Genoa CFC,
2023-24,Udinese Calcio,0-0,AC Monza,,
2023-24,18.00,Frosinone Calcio,2-3 (1-1),AC Milan,
2023-24,20.45,Bologna FC 1909,4-2 (1-2),US Sassuolo Calcio,
2023-24,[Sun Feb/4],,,,
2023-24,12.30,Torino FC,0-0,US Salernitana 1919,
2023-24,15.00,SSC Napoli,2-1 (0-0),Hellas Verona FC,
2023-24,18.00,Atalanta BC,3-1 (2-0),SS Lazio,
2023-24,20.45,FC Internazionale Milano,1-0 (1-0),Juventus FC,
2023-24,[Mon Feb/5],,,,
2023-24,20.45,AS Roma,4-0 (2-0),Cagliari Calcio,
2023-24,Matchday 24,,,,
2023-24,[Fri Feb/9],,,,
2023-24,20.45,US Salernitana 1919,1-3 (0-1),Empoli FC,
2023-24,[Sat Feb/10],,,,
2023-24,15.00,Cagliari Calcio,1-3 (0-1),SS Lazio,
2023-24,18.00,AS Roma,2-4 (2-1),FC Internazionale Milano,
2023-24,20.45,US Sassuolo Calcio,1-1 (1-1),Torino FC,
2023-24,[Sun Feb/11],,,,
2023-24,12.30,ACF Fiorentina,5-1 (3-0),Frosinone Calcio,
2023-24,15.00,Bologna FC 1909,4-0 (2-0),US Lecce,
2023-24,AC Monza,0-0,Hellas Verona FC,,
2023-24,18.00,Genoa CFC,1-4 (0-1),Atalanta BC,
2023-24,20.45,AC Milan,1-0 (1-0),SSC Napoli,
2023-24,[Mon Feb/12],,,,
2023-24,20.45,Juventus FC,0-1 (0-1),Udinese Calcio,
2023-24,Matchday 21,,,,
2023-24,[Wed Feb/14],,,,
2023-24,19.00,Bologna FC 1909,2-0 (1-0),ACF Fiorentina,
2023-24,Matchday 25,,,,
2023-24,[Fri Feb/16],,,,
2023-24,19.00,Torino FC,2-0 (0-0),US Lecce,
2023-24,21.00,FC Internazionale Milano,4-0 (3-0),US Salernitana 1919,
2023-24,[Sat Feb/17],,,,
2023-24,15.00,SSC Napoli,1-1 (0-0),Genoa CFC,
2023-24,18.00,Hellas Verona FC,2-2 (1-1),Juventus FC,
2023-24,20.45,Atalanta BC,3-0 (1-0),US Sassuolo Calcio,
2023-24,[Sun Feb/18],,,,
2023-24,12.30,SS Lazio,1-2 (1-1),Bologna FC 1909,
2023-24,15.00,Empoli FC,1-1 (0-1),ACF Fiorentina,
2023-24,Udinese Calcio,1-1 (1-1),Cagliari Calcio,,
2023-24,18.00,Frosinone Calcio,0-3 (0-1),AS Roma,
2023-24,20.45,AC Monza,4-2 (2-0),AC Milan,
2023-24,Matchday 21,,,,
2023-24,[Thu Feb/22],,,,
2023-24,20.45,Torino FC,0-2 (0-0),SS Lazio,
2023-24,Matchday 26,,,,
2023-24,[Fri Feb/23],,,,
2023-24,20.45,Bologna FC 1909,2-0 (1-0),Hellas Verona FC,
2023-24,[Sat Feb/24],,,,
2023-24,15.00,US Sassuolo Calcio,2-3 (0-1),Empoli FC,
2023-24,18.00,US Salernitana 1919,0-2 (0-0),AC Monza,
2023-24,20.45,Genoa CFC,2-0 (2-0),Udinese Calcio,
2023-24,[Sun Feb/25],,,,
2023-24,12.30,Juventus FC,3-2 (2-2),Frosinone Calcio,
2023-24,15.00,Cagliari Calcio,1-1 (0-0),SSC Napoli,
2023-24,18.00,US Lecce,0-4 (0-1),FC Internazionale Milano,
2023-24,20.45,AC Milan,1-1 (1-1),Atalanta BC,
2023-24,[Mon Feb/26],,,,
2023-24,18.30,AS Roma,3-2 (1-1),Torino FC,
2023-24,20.45,ACF Fiorentina,2-1 (0-1),SS Lazio,
2023-24,Matchday 21,,,,
2023-24,[Wed Feb/28],,,,
2023-24,18.00,US Sassuolo Calcio,1-6 (1-3),SSC Napoli,
2023-24,20.45,FC Internazionale Milano,4-0 (2-0),Atalanta BC,
2023-24,Matchday 27,,,,
2023-24,[Fri Mar/1],,,,
2023-24,20.45,SS Lazio,0-1 (0-0),AC Milan,
2023-24,[Sat Mar/2],,,,
2023-24,15.00,Udinese Calcio,1-1 (1-1),US Salernitana 1919,
2023-24,18.00,AC Monza,1-4 (0-2),AS Roma,
2023-24,20.45,Torino FC,0-0,ACF Fiorentina,
2023-24,[Sun Mar/3],,,,
2023-24,12.30,Hellas Verona FC,1-0 (0-0),US Sassuolo Calcio,
2023-24,15.00,Empoli FC,0-1 (0-0),Cagliari Calcio,
2023-24,Frosinone Calcio,1-1 (1-0),US Lecce,,
2023-24,18.00,Atalanta BC,1-2 (1-0),Bologna FC 1909,
2023-24,20.45,SSC Napoli,2-1 (1-0),Juventus FC,
2023-24,[Mon Mar/4],,,,
2023-24,20.45,FC Internazionale Milano,2-1 (2-0),Genoa CFC,
2023-24,Matchday 28,,,,
2023-24,[Fri Mar/8],,,,
2023-24,20.45,SSC Napoli,1-1 (0-0),Torino FC,
2023-24,[Sat Mar/9],,,,
2023-24,15.00,Cagliari Calcio,4-2 (2-0),US Salernitana 1919,
2023-24,US Sassuolo Calcio,1-0 (0-0),Frosinone Calcio,,
2023-24,18.00,Bologna FC 1909,0-1 (0-1),FC Internazionale Milano,
2023-24,20.45,Genoa CFC,2-3 (0-2),AC Monza,
2023-24,[Sun Mar/10],,,,
2023-24,12.30,US Lecce,0-1 (0-1),Hellas Verona FC,
2023-24,15.00,AC Milan,1-0 (1-0),Empoli FC,
2023-24,18.00,Juventus FC,2-2 (0-1),Atalanta BC,
2023-24,20.45,ACF Fiorentina,2-2 (1-0),AS Roma,
2023-24,[Mon Mar/11],,,,
2023-24,20.45,SS Lazio,1-2 (0-0),Udinese Calcio,
2023-24,Matchday 29,,,,
2023-24,[Fri Mar/15],,,,
2023-24,20.45,Empoli FC,0-1 (0-0),Bologna FC 1909,
2023-24,[Sat Mar/16],,,,
2023-24,15.00,AC Monza,1-0 (1-0),Cagliari Calcio,
2023-24,Udinese Calcio,0-2 (0-1),Torino FC,,
2023-24,18.00,US Salernitana 1919,0-1 (0-1),US Lecce,
2023-24,20.45,Frosinone Calcio,2-3 (1-1),SS Lazio,
2023-24,[Sun Mar/17],,,,
2023-24,12.30,Juventus FC,0-0,Genoa CFC,
2023-24,15.00,Hellas Verona FC,1-3 (0-1),AC Milan,
2023-24,18.00,AS Roma,1-0 (0-0),US Sassuolo Calcio,
2023-24,20.45,FC Internazionale Milano,1-1 (1-0),SSC Napoli,
2023-24,Matchday 30,,,,
2023-24,[Sat Mar/30],,,,
2023-24,12.30,SSC Napoli,0-3 (0-2),Atalanta BC,
2023-24,15.00,Genoa CFC,1-1 (1-1),Frosinone Calcio,
2023-24,Torino FC,1-0 (0-0),AC Monza,,
2023-24,18.00,SS Lazio,1-0 (0-0),Juventus FC,
2023-24,20.45,ACF Fiorentina,1-2 (0-0),AC Milan,
2023-24,[Mon Apr/1],,,,
2023-24,12.30,Bologna FC 1909,3-0 (2-0),US Salernitana 1919,
2023-24,15.00,Cagliari Calcio,1-1 (0-1),Hellas Verona FC,
2023-24,US Sassuolo Calcio,1-1 (1-1),Udinese Calcio,,
2023-24,18.00,US Lecce,0-0,AS Roma,
2023-24,20.45,FC Internazionale Milano,2-0 (1-0),Empoli FC,
2023-24,Matchday 31,,,,
2023-24,[Fri Apr/5],,,,
2023-24,20.45,US Salernitana 1919,2-2 (0-2),US Sassuolo Calcio,
2023-24,[Sat Apr/6],,,,
2023-24,15.00,AC Milan,3-0 (2-0),US Lecce,
2023-24,18.00,AS Roma,1-0 (1-0),SS Lazio,
2023-24,20.45,Empoli FC,3-2 (1-0),Torino FC,
2023-24,[Sun Apr/7],,,,
2023-24,12.30,Frosinone Calcio,0-0,Bologna FC 1909,
2023-24,15.00,AC Monza,2-4 (1-0),SSC Napoli,
2023-24,18.00,Cagliari Calcio,2-1 (1-1),Atalanta BC,
2023-24,Hellas Verona FC,1-2 (1-1),Genoa CFC,,
2023-24,20.45,Juventus FC,1-0 (1-0),ACF Fiorentina,
2023-24,[Mon Apr/8],,,,
2023-24,20.45,Udinese Calcio,1-2 (1-0),FC Internazionale Milano,
2023-24,Matchday 32,,,,
2023-24,[Fri Apr/12],,,,
2023-24,20.45,SS Lazio,4-1 (3-1),US Salernitana 1919,
2023-24,[Sat Apr/13],,,,
2023-24,15.00,US Lecce,1-0 (0-0),Empoli FC,
2023-24,18.00,Torino FC,0-0,Juventus FC,
2023-24,20.45,Bologna FC 1909,0-0,AC Monza,
2023-24,[Sun Apr/14],,,,
2023-24,12.30,SSC Napoli,2-2 (1-0),Frosinone Calcio,
2023-24,15.00,US Sassuolo Calcio,3-3 (2-1),AC Milan,
2023-24,20.45,FC Internazionale Milano,2-2 (1-0),Cagliari Calcio,
2023-24,[Mon Apr/15],,,,
2023-24,18.30,ACF Fiorentina,1-1 (0-1),Genoa CFC,
2023-24,20.45,Atalanta BC,2-2 (2-0),Hellas Verona FC,
2023-24,Matchday 33,,,,
2023-24,[Fri Apr/19],,,,
2023-24,18.30,Genoa CFC,0-1 (0-0),SS Lazio,
2023-24,20.45,Cagliari Calcio,2-2 (2-0),Juventus FC,
2023-24,[Sat Apr/20],,,,
2023-24,18.00,Empoli FC,1-0 (1-0),SSC Napoli,
2023-24,20.45,Hellas Verona FC,1-0 (0-0),Udinese Calcio,
2023-24,[Sun Apr/21],,,,
2023-24,12.30,US Sassuolo Calcio,0-3 (0-2),US Lecce,
2023-24,15.00,Torino FC,0-0,Frosinone Calcio,
2023-24,18.00,US Salernitana 1919,0-2 (0-0),ACF Fiorentina,
2023-24,20.45,AC Monza,1-2 (0-1),Atalanta BC,
2023-24,[Mon Apr/22],,,,
2023-24,18.30,AS Roma,1-3 (0-2),Bologna FC 1909,
2023-24,20.45,AC Milan,1-2 (0-1),FC Internazionale Milano,
2023-24,Matchday 32,,,,
2023-24,[Thu Apr/25],,,,
2023-24,20.00,Udinese Calcio,1-2 (1-0),AS Roma,
2023-24,Matchday 34,,,,
2023-24,[Fri Apr/26],,,,
2023-24,20.45,Frosinone Calcio,3-0 (2-0),US Salernitana 1919,
2023-24,[Sat Apr/27],,,,
2023-24,15.00,US Lecce,1-1 (0-0),AC Monza,
2023-24,18.00,Juventus FC,0-0,AC Milan,
2023-24,20.45,SS Lazio,1-0 (0-0),Hellas Verona FC,
2023-24,[Sun Apr/28],,,,
2023-24,12.30,FC Internazionale Milano,2-0 (0-0),Torino FC,
2023-24,15.00,Bologna FC 1909,1-1 (0-1),Udinese Calcio,
2023-24,18.00,Atalanta BC,2-0 (1-0),Empoli FC,
2023-24,SSC Napoli,2-2 (0-0),AS Roma,,
2023-24,20.45,ACF Fiorentina,5-1 (1-0),US Sassuolo Calcio,
2023-24,[Mon Apr/29],,,,
2023-24,20.45,Genoa CFC,3-0 (2-0),Cagliari Calcio,
2023-24,Matchday 35,,,,
2023-24,[Fri May/3],,,,
2023-24,20.45,Torino FC,0-0,Bologna FC 1909,
2023-24,[Sat May/4],,,,
2023-24,18.00,AC Monza,2-2 (0-1),SS Lazio,
2023-24,20.45,US Sassuolo Calcio,1-0 (1-0),FC Internazionale Milano,
2023-24,[Sun May/5],,,,
2023-24,12.30,Cagliari Calcio,1-1 (1-0),US Lecce,
2023-24,15.00,Empoli FC,0-0,Frosinone Calcio,
2023-24,Hellas Verona FC,2-1 (1-1),ACF Fiorentina,,
2023-24,18.00,AC Milan,3-3 (1-1),Genoa CFC,
2023-24,20.45,AS Roma,1-1 (1-1),Juventus FC,
2023-24,[Mon May/6],,,,
2023-24,18.00,US Salernitana 1919,1-2 (1-0),Atalanta BC,
2023-24,20.45,Udinese Calcio,1-1 (0-0),SSC Napoli,
2023-24,Matchday 36,,,,
2023-24,[Fri May/10],,,,
2023-24,20.45,Frosinone Calcio,0-5 (0-1),FC Internazionale Milano,
2023-24,[Sat May/11],,,,
2023-24,18.00,SSC Napoli,0-2 (0-2),Bologna FC 1909,
2023-24,20.45,AC Milan,5-1 (1-0),Cagliari Calcio,
2023-24,[Sun May/12],,,,
2023-24,12.30,SS Lazio,2-0 (1-0),Empoli FC,
2023-24,15.00,Genoa CFC,2-1 (0-1),US Sassuolo Calcio,
2023-24,Hellas Verona FC,1-2 (0-0),Torino FC,,
2023-24,18.00,Juventus FC,1-1 (0-1),US Salernitana 1919,
2023-24,20.45,Atalanta BC,2-1 (2-0),AS Roma,
2023-24,[Mon May/13],,,,
2023-24,18.30,US Lecce,0-2 (0-1),Udinese Calcio,
2023-24,20.45,ACF Fiorentina,2-1 (1-1),AC Monza,
2023-24,Matchday 37,,,,
2023-24,[Fri May/17],,,,
2023-24,20.45,ACF Fiorentina,2-2 (2-1),SSC Napoli,
2023-24,[Sat May/18],,,,
2023-24,18.00,US Lecce,0-2 (0-0),Atalanta BC,
2023-24,20.45,Torino FC,3-1 (2-0),AC Milan,
2023-24,[Sun May/19],,,,
2023-24,12.30,US Sassuolo Calcio,0-2 (0-0),Cagliari Calcio,
2023-24,15.00,AC Monza,0-1 (0-1),Frosinone Calcio,
2023-24,Udinese Calcio,1-1 (0-0),Empoli FC,,
2023-24,18.00,FC Internazionale Milano,1-1 (0-1),SS Lazio,
2023-24,20.45,AS Roma,1-0 (0-0),Genoa CFC,
2023-24,[Mon May/20],,,,
2023-24,18.30,US Salernitana 1919,1-2 (0-2),Hellas Verona FC,
2023-24,20.45,Bologna FC 1909,3-3 (2-0),Juventus FC,
2023-24,Matchday 38,,,,
2023-24,[Thu May/23],,,,
2023-24,20.45,Cagliari Calcio,2-3 (0-1),ACF Fiorentina,
2023-24,[Fri May/24],,,,
2023-24,20.45,Genoa CFC,2-0 (1-0),Bologna FC 1909,
2023-24,[Sat May/25],,,,
2023-24,18.00,Juventus FC,2-0 (2-0),AC Monza,
2023-24,20.45,AC Milan,3-3 (2-0),US Salernitana 1919,
2023-24,[Sun May/26],,,,
2023-24,18.00,Atalanta BC,3-0 (2-0),Torino FC,
2023-24,SSC Napoli,0-0,US Lecce,,
2023-24,20.45,Empoli FC,2-1 (1-1),AS Roma,
2023-24,Frosinone Calcio,0-1 (0-0),Udinese Calcio,,
2023-24,Hellas Verona FC,2-2 (2-2),FC Internazionale Milano,,
2023-24,SS Lazio,1-1 (0-0),US Sassuolo Calcio,,
2023-24,Matchday 29,,,,
2023-24,[Sun Jun/2],,,,
2023-24,18.00,Atalanta BC,2-3 (2-3),ACF Fiorentina,
2024-25,= Italian Serie A 2024/25,,,,
2024-25,» Matchday 1,,,,
2024-25,Sat Aug/17 2024,,,,
2024-25,18.30,Genoa CFC,v FC Internazionale Milano,2-2 (1-1),
2024-25,Parma Calcio 1913,v ACF Fiorentina,1-1 (1-0),,
2024-25,20.45,Empoli FC,v AC Monza,0-0,
2024-25,AC Milan,v Torino FC,2-2 (0-1),,
2024-25,Sun Aug/18,,,,
2024-25,18.30,Bologna FC 1909,v Udinese Calcio,1-1 (0-0),
2024-25,Hellas Verona FC,v SSC Napoli,3-0 (0-0),,
2024-25,20.45,Cagliari Calcio,v AS Roma,0-0,
2024-25,SS Lazio,v Venezia FC,3-1 (2-1),,
2024-25,Mon Aug/19,,,,
2024-25,18.30,US Lecce,v Atalanta BC,0-4 (0-2),
2024-25,20.45,Juventus FC,v Como 1907,3-0 (2-0),
2024-25,» Matchday 2,,,,
2024-25,Sat Aug/24,,,,
2024-25,18.30,Parma Calcio 1913,v AC Milan,2-1 (1-0),
2024-25,Udinese Calcio,v SS Lazio,2-1 (1-0),,
2024-25,20.45,FC Internazionale Milano v US Lecce,2-0 (1-0),,
2024-25,AC Monza,v Genoa CFC,0-1 (0-1),,
2024-25,Sun Aug/25,,,,
2024-25,18.30,ACF Fiorentina,v Venezia FC,0-0,
2024-25,Torino FC,v Atalanta BC,2-1 (1-1),,
2024-25,20.45,SSC Napoli,v Bologna FC 1909,3-0 (1-0),
2024-25,AS Roma,v Empoli FC,1-2 (0-1),,
2024-25,Mon Aug/26,,,,
2024-25,18.30,Cagliari Calcio,v Como 1907,1-1 (1-0),
2024-25,20.45,Hellas Verona FC,v Juventus FC,0-3 (0-2),
2024-25,» Matchday 3,,,,
2024-25,Fri Aug/30,,,,
2024-25,18.30,Venezia FC,v Torino FC,0-1 (0-0),
2024-25,20.45,FC Internazionale Milano v Atalanta BC,4-0 (2-0),,
2024-25,Sat Aug/31,,,,
2024-25,18.30,Bologna FC 1909,v Empoli FC,1-1 (1-1),
2024-25,US Lecce,v Cagliari Calcio,1-0 (1-0),,
2024-25,20.45,SS Lazio,v AC Milan,2-2 (0-1),
2024-25,SSC Napoli,v Parma Calcio 1913,2-1 (0-1),,
2024-25,Sun Sep/1,,,,
2024-25,18.30,ACF Fiorentina,v AC Monza,2-2 (1-2),
2024-25,Genoa CFC,v Hellas Verona FC,0-2 (0-0),,
2024-25,20.45,Juventus FC,v AS Roma,0-0,
2024-25,Udinese Calcio,v Como 1907,1-0 (1-0),,
2024-25,» Matchday 4,,,,
2024-25,Sat Sep/14,,,,
2024-25,15.00,Como 1907,v Bologna FC 1909,2-2 (1-0),
2024-25,18.00,Empoli FC,v Juventus FC,0-0,
2024-25,20.45,AC Milan,v Venezia FC,4-0 (4-0),
2024-25,Sun Sep/15,,,,
2024-25,12.30,Genoa CFC,v AS Roma,1-1 (0-1),
2024-25,15.00,Atalanta BC,v ACF Fiorentina,3-2 (3-2),
2024-25,Torino FC,v US Lecce,0-0,,
2024-25,18.00,Cagliari Calcio,v SSC Napoli,0-4 (0-1),
2024-25,20.45,AC Monza,v FC Internazionale Milano,1-1 (0-0),
2024-25,Mon Sep/16,,,,
2024-25,18.30,Parma Calcio 1913,v Udinese Calcio,2-3 (2-0),
2024-25,20.45,SS Lazio,v Hellas Verona FC,2-1 (2-1),
2024-25,» Matchday 5,,,,
2024-25,Fri Sep/20,,,,
2024-25,18.30,Cagliari Calcio,v Empoli FC,0-2 (0-1),
2024-25,20.45,Hellas Verona FC,v Torino FC,2-3 (1-2),
2024-25,Sat Sep/21,,,,
2024-25,15.00,Venezia FC,v Genoa CFC,2-0 (0-0),
2024-25,18.00,Juventus FC,v SSC Napoli,0-0,
2024-25,20.45,US Lecce,v Parma Calcio 1913,2-2 (1-0),
2024-25,Sun Sep/22,,,,
2024-25,12.30,ACF Fiorentina,v SS Lazio,2-1 (0-1),
2024-25,15.00,AC Monza,v Bologna FC 1909,1-2 (1-1),
2024-25,18.00,AS Roma,v Udinese Calcio,3-0 (1-0),
2024-25,20.45,FC Internazionale Milano v AC Milan,1-2 (1-1),,
2024-25,Tue Sep/24,,,,
2024-25,20.45,Atalanta BC,v Como 1907,2-3 (1-0),
2024-25,» Matchday 6,,,,
2024-25,Fri Sep/27,,,,
2024-25,20.45,AC Milan,v US Lecce,3-0 (3-0),
2024-25,Sat Sep/28,,,,
2024-25,15.00,Udinese Calcio,v FC Internazionale Milano,2-3 (1-2),
2024-25,18.00,Genoa CFC,v Juventus FC,0-3 (0-0),
2024-25,20.45,Bologna FC 1909,v Atalanta BC,1-1 (0-0),
2024-25,Sun Sep/29,,,,
2024-25,12.30,Torino FC,v SS Lazio,2-3 (0-1),
2024-25,15.00,Como 1907,v Hellas Verona FC,3-2 (1-0),
2024-25,AS Roma,v Venezia FC,2-1 (0-1),,
2024-25,18.00,Empoli FC,v ACF Fiorentina,0-0,
2024-25,20.45,SSC Napoli,v AC Monza,2-0 (2-0),
2024-25,Mon Sep/30,,,,
2024-25,20.45,Parma Calcio 1913,v Cagliari Calcio,2-3 (0-1),
2024-25,» Matchday 7,,,,
2024-25,Fri Oct/4,,,,
2024-25,18.30,SSC Napoli,v Como 1907,3-1 (1-1),
2024-25,20.45,Hellas Verona FC,v Venezia FC,2-1 (1-1),
2024-25,Sat Oct/5,,,,
2024-25,15.00,Udinese Calcio,v US Lecce,1-0 (0-0),
2024-25,18.00,Atalanta BC,v Genoa CFC,5-1 (1-0),
2024-25,20.45,FC Internazionale Milano v Torino FC,3-2 (2-1),,
2024-25,Sun Oct/6,,,,
2024-25,12.30,Juventus FC,v Cagliari Calcio,1-1 (1-0),
